cod_municipio_ibge,nome,uf,nome_norm
2114007,Zé Doca,MA,ze doca
3100104,Abadia dos Dourados,MG,abadia dos dourados
3100203,Abaeté,MG,abaete
3100302,Abre Campo,MG,abre campo
3100401,Acaiaca,MG,acaiaca
3100500,Açucena,MG,acucena
3100609,Água Boa,MG,agua boa
3100708,Água Comprida,MG,agua comprida
3100807,Aguanil,MG,aguanil
3100906,Águas Formosas,MG,aguas formosas
3101003,Águas Vermelhas,MG,aguas vermelhas
3101102,Aimorés,MG,aimores
3101201,Aiuruoca,MG,aiuruoca
3101300,Alagoa,MG,alagoa
3101409,Albertina,MG,albertina
3101508,Além Paraíba,MG,alem paraiba
3101607,Alfenas,MG,alfenas
3101631,Alfredo Vasconcelos,MG,alfredo vasconcelos
3101706,Almenara,MG,almenara
3101805,Alpercata,MG,alpercata
3101904,Alpinópolis,MG,alpinopolis
3102001,Alterosa,MG,alterosa
3102050,Alto Caparaó,MG,alto caparao
3153509,Alto Jequitibá,MG,alto jequitiba
3102100,Alto Rio Doce,MG,alto rio doce
3102209,Alvarenga,MG,alvarenga
3102308,Alvinópolis,MG,alvinopolis
3102407,Alvorada de Minas,MG,alvorada de minas
3102506,Amparo do Serra,MG,amparo do serra
3102605,Andradas,MG,andradas
3102803,Andrelândia,MG,andrelandia
3102852,Angelândia,MG,angelandia
3102902,Antônio Carlos,MG,antonio carlos
3103009,Antônio Dias,MG,antonio dias
3103108,Antônio Prado de Minas,MG,antonio prado de minas
3103207,Araçaí,MG,aracai
3103306,Aracitaba,MG,aracitaba
3103405,Araçuaí,MG,aracuai
3103504,Araguari,MG,araguari
3103603,Arantina,MG,arantina
3103702,Araponga,MG,araponga
3103751,Araporã,MG,arapora
3103801,Arapuá,MG,arapua
3103900,Araújos,MG,araujos
3104007,Araxá,MG,araxa
3104106,Arceburgo,MG,arceburgo
3104205,Arcos,MG,arcos
3104304,Areado,MG,areado
3104403,Argirita,MG,argirita
3104452,Aricanduva,MG,aricanduva
3104502,Arinos,MG,arinos
3104601,Astolfo Dutra,MG,astolfo dutra
3104700,Ataléia,MG,ataleia
3104809,Augusto de Lima,MG,augusto de lima
3104908,Baependi,MG,baependi
3105004,Baldim,MG,baldim
3105103,Bambuí,MG,bambui
3105202,Bandeira,MG,bandeira
3105301,Bandeira do Sul,MG,bandeira do sul
3105400,Barão de Cocais,MG,barao de cocais
3105509,Barão do Monte Alto,MG,barao do monte alto
3105608,Barbacena,MG,barbacena
3105707,Barra Longa,MG,barra longa
3105905,Barroso,MG,barroso
3106002,Bela Vista de Minas,MG,bela vista de minas
3106101,Belmiro Braga,MG,belmiro braga
3106200,Belo Horizonte,MG,belo horizonte
3106309,Belo Oriente,MG,belo oriente
3106408,Belo Vale,MG,belo vale
3106507,Berilo,MG,berilo
3106655,Berizal,MG,berizal
3106606,Bertópolis,MG,bertopolis
3106705,Betim,MG,betim
3106804,Bias Fortes,MG,bias fortes
3106903,Bicas,MG,bicas
3107000,Biquinhas,MG,biquinhas
3107109,Boa Esperança,MG,boa esperanca
3107208,Bocaina de Minas,MG,bocaina de minas
3107307,Bocaiúva,MG,bocaiuva
3107406,Bom Despacho,MG,bom despacho
3107505,Bom Jardim de Minas,MG,bom jardim de minas
3107604,Bom Jesus da Penha,MG,bom jesus da penha
3107703,Bom Jesus do Amparo,MG,bom jesus do amparo
3107802,Bom Jesus do Galho,MG,bom jesus do galho
3107901,Bom Repouso,MG,bom repouso
3108008,Bom Sucesso,MG,bom sucesso
3108107,Bonfim,MG,bonfim
3108206,Bonfinópolis de Minas,MG,bonfinopolis de minas
3108255,Bonito de Minas,MG,bonito de minas
3108305,Borda da Mata,MG,borda da mata
3108404,Botelhos,MG,botelhos
3108503,Botumirim,MG,botumirim
3108701,Brás Pires,MG,bras pires
3108552,Brasilândia de Minas,MG,brasilandia de minas
3108602,Brasília de Minas,MG,brasilia de minas
3108800,Braúnas,MG,braunas
3108909,Brazópolis,MG,brazopolis
3109006,Brumadinho,MG,brumadinho
3109105,Bueno Brandão,MG,bueno brandao
3109204,Buenópolis,MG,buenopolis
3109253,Bugre,MG,bugre
3109303,Buritis,MG,buritis
3109402,Buritizeiro,MG,buritizeiro
3109451,Cabeceira Grande,MG,cabeceira grande
3109501,Cabo Verde,MG,cabo verde
3109600,Cachoeira da Prata,MG,cachoeira da prata
3109709,Cachoeira de Minas,MG,cachoeira de minas
3102704,Cachoeira de Pajeú,MG,cachoeira de pajeu
3109808,Cachoeira Dourada,MG,cachoeira dourada
3109907,Caetanópolis,MG,caetanopolis
3110004,Caeté,MG,caete
3110103,Caiana,MG,caiana
3110202,Cajuri,MG,cajuri
3110301,Caldas,MG,caldas
3110400,Camacho,MG,camacho
3110509,Camanducaia,MG,camanducaia
3110608,Cambuí,MG,cambui
3110707,Cambuquira,MG,cambuquira
3110806,Campanário,MG,campanario
3110905,Campanha,MG,campanha
3111002,Campestre,MG,campestre
3111101,Campina Verde,MG,campina verde
3111150,Campo Azul,MG,campo azul
3111200,Campo Belo,MG,campo belo
3111309,Campo do Meio,MG,campo do meio
3111408,Campo Florido,MG,campo florido
3111507,Campos Altos,MG,campos altos
3111606,Campos Gerais,MG,campos gerais
3111903,Cana Verde,MG,cana verde
3111705,Canaã,MG,canaa
3111804,Canápolis,MG,canapolis
3112000,Candeias,MG,candeias
3112059,Cantagalo,MG,cantagalo
3112109,Caparaó,MG,caparao
3112208,Capela Nova,MG,capela nova
3112307,Capelinha,MG,capelinha
3112406,Capetinga,MG,capetinga
3112505,Capim Branco,MG,capim branco
3112604,Capinópolis,MG,capinopolis
3112653,Capitão Andrade,MG,capitao andrade
3112703,Capitão Enéas,MG,capitao eneas
3112802,Capitólio,MG,capitolio
3112901,Caputira,MG,caputira
3113008,Caraí,MG,carai
3113107,Caranaíba,MG,caranaiba
3113206,Carandaí,MG,carandai
3113305,Carangola,MG,carangola
3113404,Caratinga,MG,caratinga
3113503,Carbonita,MG,carbonita
3113602,Careaçu,MG,careacu
3113701,Carlos Chagas,MG,carlos chagas
3113800,Carmésia,MG,carmesia
3113909,Carmo da Cachoeira,MG,carmo da cachoeira
3114006,Carmo da Mata,MG,carmo da mata
3114105,Carmo de Minas,MG,carmo de minas
3114204,Carmo do Cajuru,MG,carmo do cajuru
3114303,Carmo do Paranaíba,MG,carmo do paranaiba
3114402,Carmo do Rio Claro,MG,carmo do rio claro
3114501,Carmópolis de Minas,MG,carmopolis de minas
3114550,Carneirinho,MG,carneirinho
3114600,Carrancas,MG,carrancas
3114709,Carvalhópolis,MG,carvalhopolis
3114808,Carvalhos,MG,carvalhos
3114907,Casa Grande,MG,casa grande
3115003,Cascalho Rico,MG,cascalho rico
3115102,Cássia,MG,cassia
3115300,Cataguases,MG,cataguases
3115359,Catas Altas,MG,catas altas
3115409,Catas Altas da Noruega,MG,catas altas da noruega
3115458,Catuji,MG,catuji
3115474,Catuti,MG,catuti
3115508,Caxambu,MG,caxambu
3115607,Cedro do Abaeté,MG,cedro do abaete
3115706,Central de Minas,MG,central de minas
3115805,Centralina,MG,centralina
3115904,Chácara,MG,chacara
3116001,Chalé,MG,chale
3116100,Chapada do Norte,MG,chapada do norte
3116159,Chapada Gaúcha,MG,chapada gaucha
3116209,Chiador,MG,chiador
3116308,Cipotânea,MG,cipotanea
3116407,Claraval,MG,claraval
3116506,Claro dos Poções,MG,claro dos pocoes
3116605,Cláudio,MG,claudio
3116704,Coimbra,MG,coimbra
3116803,Coluna,MG,coluna
3116902,Comendador Gomes,MG,comendador gomes
3117009,Comercinho,MG,comercinho
3117108,Conceição da Aparecida,MG,conceicao da aparecida
3115201,Conceição da Barra de Minas,MG,conceicao da barra de minas
3117306,Conceição das Alagoas,MG,conceicao das alagoas
3117207,Conceição das Pedras,MG,conceicao das pedras
3117405,Conceição de Ipanema,MG,conceicao de ipanema
3117504,Conceição do Mato Dentro,MG,conceicao do mato dentro
3117603,Conceição do Pará,MG,conceicao do para
3117702,Conceição do Rio Verde,MG,conceicao do rio verde
3117801,Conceição dos Ouros,MG,conceicao dos ouros
3117836,Cônego Marinho,MG,conego marinho
3117876,Confins,MG,confins
3117900,Congonhal,MG,congonhal
3118007,Congonhas,MG,congonhas
3118106,Congonhas do Norte,MG,congonhas do norte
3118205,Conquista,MG,conquista
3118304,Conselheiro Lafaiete,MG,conselheiro lafaiete
3118403,Conselheiro Pena,MG,conselheiro pena
3118502,Consolação,MG,consolacao
3118601,Contagem,MG,contagem
3118700,Coqueiral,MG,coqueiral
3118809,Coração de Jesus,MG,coracao de jesus
3118908,Cordisburgo,MG,cordisburgo
3119005,Cordislândia,MG,cordislandia
3119104,Corinto,MG,corinto
3119203,Coroaci,MG,coroaci
3119302,Coromandel,MG,coromandel
3119401,Coronel Fabriciano,MG,coronel fabriciano
3119500,Coronel Murta,MG,coronel murta
3119609,Coronel Pacheco,MG,coronel pacheco
3119708,Coronel Xavier Chaves,MG,coronel xavier chaves
3119807,Córrego Danta,MG,corrego danta
3119906,Córrego do Bom Jesus,MG,corrego do bom jesus
3119955,Córrego Fundo,MG,corrego fundo
3120003,Córrego Novo,MG,corrego novo
3120102,Couto de Magalhães de Minas,MG,couto de magalhaes de minas
3120151,Crisólita,MG,crisolita
3120201,Cristais,MG,cristais
3120300,Cristália,MG,cristalia
3120409,Cristiano Otoni,MG,cristiano otoni
3120508,Cristina,MG,cristina
3120607,Crucilândia,MG,crucilandia
3120706,Cruzeiro da Fortaleza,MG,cruzeiro da fortaleza
3120805,Cruzília,MG,cruzilia
3120839,Cuparaque,MG,cuparaque
3120870,Curral de Dentro,MG,curral de dentro
3120904,Curvelo,MG,curvelo
3121001,Datas,MG,datas
3121100,Delfim Moreira,MG,delfim moreira
3121209,Delfinópolis,MG,delfinopolis
3121258,Delta,MG,delta
3121308,Descoberto,MG,descoberto
3121407,Desterro de Entre Rios,MG,desterro de entre rios
3121506,Desterro do Melo,MG,desterro do melo
3121605,Diamantina,MG,diamantina
3121704,Diogo de Vasconcelos,MG,diogo de vasconcelos
3121803,Dionísio,MG,dionisio
3121902,Divinésia,MG,divinesia
3122009,Divino,MG,divino
3122108,Divino das Laranjeiras,MG,divino das laranjeiras
3122207,Divinolândia de Minas,MG,divinolandia de minas
3122306,Divinópolis,MG,divinopolis
3122355,Divisa Alegre,MG,divisa alegre
3122405,Divisa Nova,MG,divisa nova
3122454,Divisópolis,MG,divisopolis
3122470,Dom Bosco,MG,dom bosco
3122504,Dom Cavati,MG,dom cavati
3122603,Dom Joaquim,MG,dom joaquim
3122702,Dom Silvério,MG,dom silverio
3122801,Dom Viçoso,MG,dom vicoso
3122900,Dona Euzébia,MG,dona euzebia
3123007,Dores de Campos,MG,dores de campos
3123106,Dores de Guanhães,MG,dores de guanhaes
3123205,Dores do Indaiá,MG,dores do indaia
3123304,Dores do Turvo,MG,dores do turvo
3123403,Doresópolis,MG,doresopolis
3123502,Douradoquara,MG,douradoquara
3123528,Durandé,MG,durande
3123601,Elói Mendes,MG,eloi mendes
3123700,Engenheiro Caldas,MG,engenheiro caldas
3123809,Engenheiro Navarro,MG,engenheiro navarro
3123858,Entre Folhas,MG,entre folhas
3123908,Entre Rios de Minas,MG,entre rios de minas
3124005,Ervália,MG,ervalia
3124104,Esmeraldas,MG,esmeraldas
3124203,Espera Feliz,MG,espera feliz
3124302,Espinosa,MG,espinosa
3124401,Espírito Santo do Dourado,MG,espirito santo do dourado
3124500,Estiva,MG,estiva
3124609,Estrela Dalva,MG,estrela dalva
3124708,Estrela do Indaiá,MG,estrela do indaia
3124807,Estrela do Sul,MG,estrela do sul
3124906,Eugenópolis,MG,eugenopolis
3125002,Ewbank da Câmara,MG,ewbank da camara
3125101,Extrema,MG,extrema
3125200,Fama,MG,fama
3125309,Faria Lemos,MG,faria lemos
3125408,Felício dos Santos,MG,felicio dos santos
3125606,Felisburgo,MG,felisburgo
3125705,Felixlândia,MG,felixlandia
3125804,Fernandes Tourinho,MG,fernandes tourinho
3125903,Ferros,MG,ferros
3125952,Fervedouro,MG,fervedouro
3126000,Florestal,MG,florestal
3126109,Formiga,MG,formiga
3126208,Formoso,MG,formoso
3126307,Fortaleza de Minas,MG,fortaleza de minas
3126406,Fortuna de Minas,MG,fortuna de minas
3126505,Francisco Badaró,MG,francisco badaro
3126604,Francisco Dumont,MG,francisco dumont
3126703,Francisco Sá,MG,francisco sa
3126752,Franciscópolis,MG,franciscopolis
3126802,Frei Gaspar,MG,frei gaspar
3126901,Frei Inocêncio,MG,frei inocencio
3126950,Frei Lagonegro,MG,frei lagonegro
3127008,Fronteira,MG,fronteira
3127057,Fronteira dos Vales,MG,fronteira dos vales
3127073,Fruta de Leite,MG,fruta de leite
3127107,Frutal,MG,frutal
3127206,Funilândia,MG,funilandia
3127305,Galiléia,MG,galileia
3127339,Gameleiras,MG,gameleiras
3127354,Glaucilândia,MG,glaucilandia
3127370,Goiabeira,MG,goiabeira
3127388,Goianá,MG,goiana
3127404,Gonçalves,MG,goncalves
3127503,Gonzaga,MG,gonzaga
3127602,Gouveia,MG,gouveia
3127701,Governador Valadares,MG,governador valadares
3127800,Grão Mogol,MG,grao mogol
3127909,Grupiara,MG,grupiara
3128006,Guanhães,MG,guanhaes
3128105,Guapé,MG,guape
3128204,Guaraciaba,MG,guaraciaba
3128253,Guaraciama,MG,guaraciama
3128303,Guaranésia,MG,guaranesia
3128402,Guarani,MG,guarani
3128501,Guarará,MG,guarara
3128600,Guarda-Mor,MG,guarda-mor
3128709,Guaxupé,MG,guaxupe
3128808,Guidoval,MG,guidoval
3128907,Guimarânia,MG,guimarania
3129004,Guiricema,MG,guiricema
3129103,Gurinhatã,MG,gurinhata
3129202,Heliodora,MG,heliodora
3129301,Iapu,MG,iapu
3129400,Ibertioga,MG,ibertioga
3129509,Ibiá,MG,ibia
3129608,Ibiaí,MG,ibiai
3129657,Ibiracatu,MG,ibiracatu
3129707,Ibiraci,MG,ibiraci
3129806,Ibirité,MG,ibirite
3129905,Ibitiúra de Minas,MG,ibitiura de minas
3130002,Ibituruna,MG,ibituruna
3130051,Icaraí de Minas,MG,icarai de minas
3130101,Igarapé,MG,igarape
3130200,Igaratinga,MG,igaratinga
3130309,Iguatama,MG,iguatama
3130408,Ijaci,MG,ijaci
3130507,Ilicínea,MG,ilicinea
3130556,Imbé de Minas,MG,imbe de minas
3130606,Inconfidentes,MG,inconfidentes
3130655,Indaiabira,MG,indaiabira
3130705,Indianópolis,MG,indianopolis
3130804,Ingaí,MG,ingai
3130903,Inhapim,MG,inhapim
3131000,Inhaúma,MG,inhauma
3131109,Inimutaba,MG,inimutaba
3131158,Ipaba,MG,ipaba
3131208,Ipanema,MG,ipanema
3131307,Ipatinga,MG,ipatinga
3131406,Ipiaçu,MG,ipiacu
3131505,Ipuiúna,MG,ipuiuna
3131604,Iraí de Minas,MG,irai de minas
3131703,Itabira,MG,itabira
3131802,Itabirinha,MG,itabirinha
3131901,Itabirito,MG,itabirito
3132008,Itacambira,MG,itacambira
3132107,Itacarambi,MG,itacarambi
3132206,Itaguara,MG,itaguara
3132305,Itaipé,MG,itaipe
3132404,Itajubá,MG,itajuba
3132503,Itamarandiba,MG,itamarandiba
3132602,Itamarati de Minas,MG,itamarati de minas
3132701,Itambacuri,MG,itambacuri
3132800,Itambé do Mato Dentro,MG,itambe do mato dentro
3132909,Itamogi,MG,itamogi
3133006,Itamonte,MG,itamonte
3133105,Itanhandu,MG,itanhandu
3133204,Itanhomi,MG,itanhomi
3133303,Itaobim,MG,itaobim
3133402,Itapagipe,MG,itapagipe
3133501,Itapecerica,MG,itapecerica
3133600,Itapeva,MG,itapeva
3133709,Itatiaiuçu,MG,itatiaiucu
3133758,Itaú de Minas,MG,itau de minas
3133808,Itaúna,MG,itauna
3133907,Itaverava,MG,itaverava
3134004,Itinga,MG,itinga
3134103,Itueta,MG,itueta
3134202,Ituiutaba,MG,ituiutaba
3134301,Itumirim,MG,itumirim
3134400,Iturama,MG,iturama
3134509,Itutinga,MG,itutinga
3134608,Jaboticatubas,MG,jaboticatubas
3134707,Jacinto,MG,jacinto
3134806,Jacuí,MG,jacui
3134905,Jacutinga,MG,jacutinga
3135001,Jaguaraçu,MG,jaguaracu
3135050,Jaíba,MG,jaiba
3135076,Jampruca,MG,jampruca
3135100,Janaúba,MG,janauba
3135209,Januária,MG,januaria
3135308,Japaraíba,MG,japaraiba
3135357,Japonvar,MG,japonvar
3135407,Jeceaba,MG,jeceaba
3135456,Jenipapo de Minas,MG,jenipapo de minas
3135506,Jequeri,MG,jequeri
3135605,Jequitaí,MG,jequitai
3135704,Jequitibá,MG,jequitiba
3135803,Jequitinhonha,MG,jequitinhonha
3135902,Jesuânia,MG,jesuania
3136009,Joaíma,MG,joaima
3136108,Joanésia,MG,joanesia
3136207,João Monlevade,MG,joao monlevade
3136306,João Pinheiro,MG,joao pinheiro
3136405,Joaquim Felício,MG,joaquim felicio
3136504,Jordânia,MG,jordania
3136520,José Gonçalves de Minas,MG,jose goncalves de minas
3136553,José Raydan,MG,jose raydan
3136579,Josenópolis,MG,josenopolis
3136652,Juatuba,MG,juatuba
3136702,Juiz de Fora,MG,juiz de fora
3136801,Juramento,MG,juramento
3136900,Juruaia,MG,juruaia
3136959,Juvenília,MG,juvenilia
3137007,Ladainha,MG,ladainha
3137106,Lagamar,MG,lagamar
3137205,Lagoa da Prata,MG,lagoa da prata
3137304,Lagoa dos Patos,MG,lagoa dos patos
3137403,Lagoa Dourada,MG,lagoa dourada
3137502,Lagoa Formosa,MG,lagoa formosa
3137536,Lagoa Grande,MG,lagoa grande
3137601,Lagoa Santa,MG,lagoa santa
3137700,Lajinha,MG,lajinha
3137809,Lambari,MG,lambari
3137908,Lamim,MG,lamim
3138005,Laranjal,MG,laranjal
3138104,Lassance,MG,lassance
3138203,Lavras,MG,lavras
3138302,Leandro Ferreira,MG,leandro ferreira
3138351,Leme do Prado,MG,leme do prado
3138401,Leopoldina,MG,leopoldina
3138500,Liberdade,MG,liberdade
3138609,Lima Duarte,MG,lima duarte
3138625,Limeira do Oeste,MG,limeira do oeste
3138658,Lontra,MG,lontra
3138674,Luisburgo,MG,luisburgo
3138682,Luislândia,MG,luislandia
3138708,Luminárias,MG,luminarias
3138807,Luz,MG,luz
3138906,Machacalis,MG,machacalis
3139003,Machado,MG,machado
3139102,Madre de Deus de Minas,MG,madre de deus de minas
3139201,Malacacheta,MG,malacacheta
3139250,Mamonas,MG,mamonas
3139300,Manga,MG,manga
3139409,Manhuaçu,MG,manhuacu
3139508,Manhumirim,MG,manhumirim
3139607,Mantena,MG,mantena
3139805,Mar de Espanha,MG,mar de espanha
3139706,Maravilhas,MG,maravilhas
3139904,Maria da Fé,MG,maria da fe
3140001,Mariana,MG,mariana
3140100,Marilac,MG,marilac
3140159,Mário Campos,MG,mario campos
3140209,Maripá de Minas,MG,maripa de minas
3140308,Marliéria,MG,marlieria
3140407,Marmelópolis,MG,marmelopolis
3140506,Martinho Campos,MG,martinho campos
3140530,Martins Soares,MG,martins soares
3140555,Mata Verde,MG,mata verde
3140605,Materlândia,MG,materlandia
3140704,Mateus Leme,MG,mateus leme
3171501,Mathias Lobato,MG,mathias lobato
3140803,Matias Barbosa,MG,matias barbosa
3140852,Matias Cardoso,MG,matias cardoso
3140902,Matipó,MG,matipo
3141009,Mato Verde,MG,mato verde
3141108,Matozinhos,MG,matozinhos
3141207,Matutina,MG,matutina
3141306,Medeiros,MG,medeiros
3141405,Medina,MG,medina
3141504,Mendes Pimentel,MG,mendes pimentel
3141603,Mercês,MG,merces
3141702,Mesquita,MG,mesquita
3141801,Minas Novas,MG,minas novas
3141900,Minduri,MG,minduri
3142007,Mirabela,MG,mirabela
3142106,Miradouro,MG,miradouro
3142205,Miraí,MG,mirai
3142254,Miravânia,MG,miravania
3142304,Moeda,MG,moeda
3142403,Moema,MG,moema
3142502,Monjolos,MG,monjolos
3142601,Monsenhor Paulo,MG,monsenhor paulo
3142700,Montalvânia,MG,montalvania
3142809,Monte Alegre de Minas,MG,monte alegre de minas
3142908,Monte Azul,MG,monte azul
3143005,Monte Belo,MG,monte belo
3143104,Monte Carmelo,MG,monte carmelo
3143153,Monte Formoso,MG,monte formoso
3143203,Monte Santo de Minas,MG,monte santo de minas
3143401,Monte Sião,MG,monte siao
3143302,Montes Claros,MG,montes claros
3143450,Montezuma,MG,montezuma
3143500,Morada Nova de Minas,MG,morada nova de minas
3143609,Morro da Garça,MG,morro da garca
3143708,Morro do Pilar,MG,morro do pilar
3143807,Munhoz,MG,munhoz
3143906,Muriaé,MG,muriae
3144003,Mutum,MG,mutum
3144102,Muzambinho,MG,muzambinho
3144201,Nacip Raydan,MG,nacip raydan
3144300,Nanuque,MG,nanuque
3144359,Naque,MG,naque
3144375,Natalândia,MG,natalandia
3144409,Natércia,MG,natercia
3144508,Nazareno,MG,nazareno
3144607,Nepomuceno,MG,nepomuceno
3144656,Ninheira,MG,ninheira
3144672,Nova Belém,MG,nova belem
3144706,Nova Era,MG,nova era
3144805,Nova Lima,MG,nova lima
3144904,Nova Módica,MG,nova modica
3145000,Nova Ponte,MG,nova ponte
3145059,Nova Porteirinha,MG,nova porteirinha
3145109,Nova Resende,MG,nova resende
3145208,Nova Serrana,MG,nova serrana
3136603,Nova União,MG,nova uniao
3145307,Novo Cruzeiro,MG,novo cruzeiro
3145356,Novo Oriente de Minas,MG,novo oriente de minas
3145372,Novorizonte,MG,novorizonte
3145406,Olaria,MG,olaria
3145455,Olhos-d'Água,MG,olhos-d'agua
3145505,Olímpio Noronha,MG,olimpio noronha
3145604,Oliveira,MG,oliveira
3145703,Oliveira Fortes,MG,oliveira fortes
3145802,Onça de Pitangui,MG,onca de pitangui
3145851,Oratórios,MG,oratorios
3145877,Orizânia,MG,orizania
3145901,Ouro Branco,MG,ouro branco
3146008,Ouro Fino,MG,ouro fino
3146107,Ouro Preto,MG,ouro preto
3146206,Ouro Verde de Minas,MG,ouro verde de minas
3146255,Padre Carvalho,MG,padre carvalho
3146305,Padre Paraíso,MG,padre paraiso
3146552,Pai Pedro,MG,pai pedro
3146404,Paineiras,MG,paineiras
3146503,Pains,MG,pains
3146602,Paiva,MG,paiva
3146701,Palma,MG,palma
3146750,Palmópolis,MG,palmopolis
3146909,Papagaios,MG,papagaios
3147105,Pará de Minas,MG,para de minas
3147006,Paracatu,MG,paracatu
3147204,Paraguaçu,MG,paraguacu
3147303,Paraisópolis,MG,paraisopolis
3147402,Paraopeba,MG,paraopeba
3147600,Passa Quatro,MG,passa quatro
3147709,Passa Tempo,MG,passa tempo
3147808,Passa Vinte,MG,passa vinte
3147501,Passabém,MG,passabem
3147907,Passos,MG,passos
3147956,Patis,MG,patis
3148004,Patos de Minas,MG,patos de minas
3148103,Patrocínio,MG,patrocinio
3148202,Patrocínio do Muriaé,MG,patrocinio do muriae
3148301,Paula Cândido,MG,paula candido
3148400,Paulistas,MG,paulistas
3148509,Pavão,MG,pavao
3148608,Peçanha,MG,pecanha
3148707,Pedra Azul,MG,pedra azul
3148756,Pedra Bonita,MG,pedra bonita
3148806,Pedra do Anta,MG,pedra do anta
3148905,Pedra do Indaiá,MG,pedra do indaia
3149002,Pedra Dourada,MG,pedra dourada
3149101,Pedralva,MG,pedralva
3149150,Pedras de Maria da Cruz,MG,pedras de maria da cruz
3149200,Pedrinópolis,MG,pedrinopolis
3149309,Pedro Leopoldo,MG,pedro leopoldo
3149408,Pedro Teixeira,MG,pedro teixeira
3149507,Pequeri,MG,pequeri
3149606,Pequi,MG,pequi
3149705,Perdigão,MG,perdigao
3149804,Perdizes,MG,perdizes
3149903,Perdões,MG,perdoes
3149952,Periquito,MG,periquito
3150000,Pescador,MG,pescador
3150109,Piau,MG,piau
3150158,Piedade de Caratinga,MG,piedade de caratinga
3150208,Piedade de Ponte Nova,MG,piedade de ponte nova
3150307,Piedade do Rio Grande,MG,piedade do rio grande
3150406,Piedade dos Gerais,MG,piedade dos gerais
3150505,Pimenta,MG,pimenta
3150539,Pingo-d'Água,MG,pingo-d'agua
3150570,Pintópolis,MG,pintopolis
3150604,Piracema,MG,piracema
3150703,Pirajuba,MG,pirajuba
3150802,Piranga,MG,piranga
3150901,Piranguçu,MG,pirangucu
3151008,Piranguinho,MG,piranguinho
3151107,Pirapetinga,MG,pirapetinga
3151206,Pirapora,MG,pirapora
3151305,Piraúba,MG,pirauba
3151404,Pitangui,MG,pitangui
3151503,Piumhi,MG,piumhi
3151602,Planura,MG,planura
3151701,Poço Fundo,MG,poco fundo
3151800,Poços de Caldas,MG,pocos de caldas
3151909,Pocrane,MG,pocrane
3152006,Pompéu,MG,pompeu
3152105,Ponte Nova,MG,ponte nova
3152131,Ponto Chique,MG,ponto chique
3152170,Ponto dos Volantes,MG,ponto dos volantes
3152204,Porteirinha,MG,porteirinha
3152303,Porto Firme,MG,porto firme
3152402,Poté,MG,pote
3152501,Pouso Alegre,MG,pouso alegre
3152600,Pouso Alto,MG,pouso alto
3152709,Prados,MG,prados
3152808,Prata,MG,prata
3152907,Pratápolis,MG,pratapolis
3153004,Pratinha,MG,pratinha
3153103,Presidente Bernardes,MG,presidente bernardes
3153202,Presidente Juscelino,MG,presidente juscelino
3153301,Presidente Kubitschek,MG,presidente kubitschek
3153400,Presidente Olegário,MG,presidente olegario
3153608,Prudente de Morais,MG,prudente de morais
3153707,Quartel Geral,MG,quartel geral
3153806,Queluzito,MG,queluzito
3153905,Raposos,MG,raposos
3154002,Raul Soares,MG,raul soares
3154101,Recreio,MG,recreio
3154150,Reduto,MG,reduto
3154200,Resende Costa,MG,resende costa
3154309,Resplendor,MG,resplendor
3154408,Ressaquinha,MG,ressaquinha
3154457,Riachinho,MG,riachinho
3154507,Riacho dos Machados,MG,riacho dos machados
3154606,Ribeirão das Neves,MG,ribeirao das neves
3154705,Ribeirão Vermelho,MG,ribeirao vermelho
3154804,Rio Acima,MG,rio acima
3154903,Rio Casca,MG,rio casca
3155108,Rio do Prado,MG,rio do prado
3155009,Rio Doce,MG,rio doce
3155207,Rio Espera,MG,rio espera
3155306,Rio Manso,MG,rio manso
3155405,Rio Novo,MG,rio novo
3155504,Rio Paranaíba,MG,rio paranaiba
3155603,Rio Pardo de Minas,MG,rio pardo de minas
3155702,Rio Piracicaba,MG,rio piracicaba
3155801,Rio Pomba,MG,rio pomba
3155900,Rio Preto,MG,rio preto
3156007,Rio Vermelho,MG,rio vermelho
3156106,Ritápolis,MG,ritapolis
3156205,Rochedo de Minas,MG,rochedo de minas
3156304,Rodeiro,MG,rodeiro
3156403,Romaria,MG,romaria
3156452,Rosário da Limeira,MG,rosario da limeira
3156502,Rubelita,MG,rubelita
3156601,Rubim,MG,rubim
3156700,Sabará,MG,sabara
3156809,Sabinópolis,MG,sabinopolis
3156908,Sacramento,MG,sacramento
3157005,Salinas,MG,salinas
3157104,Salto da Divisa,MG,salto da divisa
3157203,Santa Bárbara,MG,santa barbara
3157252,Santa Bárbara do Leste,MG,santa barbara do leste
3157278,Santa Bárbara do Monte Verde,MG,santa barbara do monte verde
3157302,Santa Bárbara do Tugúrio,MG,santa barbara do tugurio
3157336,Santa Cruz de Minas,MG,santa cruz de minas
3157377,Santa Cruz de Salinas,MG,santa cruz de salinas
3157401,Santa Cruz do Escalvado,MG,santa cruz do escalvado
3157500,Santa Efigênia de Minas,MG,santa efigenia de minas
3157609,Santa Fé de Minas,MG,santa fe de minas
3157658,Santa Helena de Minas,MG,santa helena de minas
3157708,Santa Juliana,MG,santa juliana
3157807,Santa Luzia,MG,santa luzia
3157906,Santa Margarida,MG,santa margarida
3158003,Santa Maria de Itabira,MG,santa maria de itabira
3158102,Santa Maria do Salto,MG,santa maria do salto
3158201,Santa Maria do Suaçuí,MG,santa maria do suacui
